Gstin,payment_gap,payment_gap_pct,avg_delay_days,max_delay_days,ghost_invoice_count,ghost_invoice_pct,KycScore,is_cancelled,shared_contact_flag,self_invoice_flag,fraud_label
27AAAAA5925A1Z41,733940.6,98.49703767656905,21.5,27,1.0,8.333333333333332,13,1,1,0.0,1
27AAAAA3860A1Z42,243380.50000000003,85.79640264298064,22.333333333333332,37,2.0,33.33333333333333,15,0,1,0.0,0
27AAAAA6300A1Z43,300396.29000000004,89.8436939685006,22.833333333333332,33,1.0,14.285714285714285,16,0,1,0.0,1
27AAAAA6852A1Z44,244241.32999999996,81.71510930373512,28.666666666666668,35,3.0,37.5,37,0,1,0.0,1
27AAAAA3150A1Z45,574949.3300000001,95.93514979883547,21.0,27,0.0,0.0,35,0,1,0.0,1
27AAAAA7903A1Z46,226522.09,90.19708630103577,20.5,30,0.0,0.0,25,1,1,0.0,1
27AAAAA8895A1Z47,234723.96000000002,94.93454755181232,28.0,38,0.0,0.0,10,0,1,0.0,1
27AAAAA5089A1Z48,384606.07000000007,95.37467645408006,31.0,35,1.0,14.285714285714285,29,0,1,0.0,1
27AAAAA3748A1Z49,505375.47,95.68145933311254,27.333333333333332,37,1.0,11.11111111111111,40,1,1,0.0,1
27AAAAA6757A1Z50,186977.61,81.1435273235812,20.333333333333332,32,0.0,0.0,34,0,1,0.0,1
27AAAAA3630A1Z51,441418.10000000003,96.42065343567717,23.333333333333332,37,0.0,0.0,29,0,1,0.0,1
27AAAAA4535A1Z52,561775.3400000001,97.63291824602985,22.5,37,2.0,20.0,31,0,1,0.0,1
27AAAAA8870A1Z53,328941.36,82.43115727488542,22.333333333333332,32,1.0,14.285714285714285,34,0,1,0.0,1
27AAAAA1550A1Z54,316009.35,94.32270807525941,28.166666666666668,40,2.0,33.33333333333333,36,0,1,0.0,1
27AAAAA8811A1Z55,387130.19000000006,82.77880173482798,26.833333333333332,40,0.0,0.0,13,0,1,0.0,1
27AAAAA6445A1Z56,488536.48000000004,82.22678345285736,27.166666666666668,35,4.0,36.36363636363637,33,0,1,0.0,1
27AAAAA4221A1Z57,441182.72,91.1518123061915,23.333333333333332,34,0.0,0.0,40,0,1,0.0,1
27AAAAA5267A1Z58,392234.45999999996,96.03746571804089,26.333333333333332,32,1.0,16.666666666666664,35,0,1,0.0,0
27AAAAA5597A1Z59,296554.86000000004,94.98008605621666,24.666666666666668,39,1.0,16.666666666666664,16,1,1,0.0,1
27AAAAA6343A1Z60,348916.32,86.14205980793811,26.5,40,0.0,0.0,26,0,1,0.0,1
27AAAAA5878A1Z61,285541.73,91.09863509841904,33.333333333333336,39,1.0,12.5,18,0,1,0.0,1
27AAAAA7993A1Z62,224706.13,94.36311860801273,22.833333333333332,32,0.0,0.0,11,0,1,0.0,1
27AAAAA4729A1Z63,251955.44,87.25296507362941,20.833333333333332,36,1.0,16.666666666666664,35,0,1,0.0,1
27AAAAA6931A1Z64,342552.23000000004,80.15232047354212,28.833333333333332,40,2.0,28.57142857142857,37,0,1,0.0,1
27AAAAA4638A1Z65,324105.53,86.66074802484515,23.833333333333332,39,1.0,12.5,34,0,1,0.0,1
27AAAAA5281A1Z66,415645.26,81.3015111045458,24.666666666666668,34,3.0,27.27272727272727,25,1,1,0.0,1
27AAAAA8645A1Z67,61154.95,83.28023484895631,27.333333333333332,38,0.0,0.0,14,0,1,0.0,1
27AAAAA9320A1Z68,509841.6900000002,83.68077629452135,18.166666666666668,22,0.0,0.0,34,0,1,0.0,1
27AAAAA6091A1Z69,537509.3600000001,93.12091969642935,30.166666666666668,37,2.0,20.0,21,1,1,0.0,1
27AAAAA3141A1Z70,338610.5,94.84610855766876,23.833333333333332,36,1.0,16.666666666666664,34,1,1,0.0,1
27AAAAA9392A1Z71,197848.68,97.54466821279819,26.666666666666668,40,1.0,33.33333333333333,17,0,1,0.0,1
27AAAAA5333A1Z72,377862.29000000004,90.73782012557264,20.0,27,0.0,0.0,10,0,1,0.0,0
27AAAAA9021A1Z73,402353.53,85.6099464203675,24.666666666666668,36,1.0,12.5,30,0,1,0.0,1
27AAAAA6970A1Z74,243162.90999999997,91.13008611645105,28.0,34,1.0,20.0,15,0,1,0.0,1
27AAAAA9596A1Z75,502045.86000000004,98.67249853031697,31.666666666666668,40,1.0,11.11111111111111,10,0,1,0.0,1
27AAAAA9853A1Z76,394110.25,92.08385005998846,23.0,34,1.0,10.0,21,0,1,0.0,1
27AAAAA3638A1Z77,357185.1,81.53781157583438,28.833333333333332,39,2.0,22.22222222222222,39,0,1,0.0,1
27AAAAA9558A1Z78,241432.05,94.4673321021082,29.333333333333332,39,2.0,33.33333333333333,25,0,1,0.0,1
27AAAAA6694A1Z79,614040.51,87.22316993429887,26.0,38,2.0,16.666666666666664,23,1,1,0.0,1
27AAAAA8870A1Z80,240949.32000000007,87.75293365859494,31.5,39,1.0,16.666666666666664,18,0,1,0.0,1
27AAAAA5639A1Z81,301127.54999999993,88.13604748011478,27.5,38,1.0,16.666666666666664,37,0,1,0.0,1
27AAAAA9461A1Z82,360485.16000000003,98.43550193987362,28.5,40,1.0,14.285714285714285,32,0,1,0.0,1
27AAAAA9184A1Z83,108423.88,82.71723961042046,26.333333333333332,39,1.0,33.33333333333333,23,0,1,0.0,1
27AAAAA4511A1Z84,219107.13,88.57950944881364,24.0,38,0.0,0.0,11,0,1,0.0,1
27AAAAA1587A1Z85,184125.41999999998,82.33356283086223,29.0,36,2.0,33.33333333333333,12,1,1,0.0,1
27AAAAA9347A1Z86,438839.48999999993,80.32378518095825,28.833333333333332,37,0.0,0.0,12,1,1,0.0,1
27AAAAA9587A1Z87,535544.5599999999,98.1548820778673,23.5,40,0.0,0.0,11,0,1,0.0,1
27AAAAA8810A1Z88,247060.43,86.06979842297383,31.833333333333332,40,1.0,14.285714285714285,18,0,1,0.0,1
27AAAAA8190A1Z89,280807.82999999996,91.92581570919934,26.333333333333332,38,0.0,0.0,12,0,1,0.0,1
27AAAAA6326A1Z90,404271.76,98.67847285043051,25.666666666666668,36,3.0,37.5,18,0,1,0.0,1
27AAAAA6481A1Z91,414304.42000000004,98.5911327514845,21.333333333333332,38,1.0,11.11111111111111,14,0,1,0.0,1
27AAAAA3487A1Z92,286204.78,85.63582129066049,26.333333333333332,37,1.0,12.5,21,0,1,0.0,1
27AAAAA3241A1Z93,314143.57000000007,90.12725833436713,31.0,38,0.0,0.0,10,0,1,0.0,1
27AAAAA1315A1Z94,420169.54000000004,98.3228283851392,26.5,40,2.0,20.0,10,1,1,0.0,1
27AAAAA8284A1Z95,504976.31999999995,91.05077977831432,26.333333333333332,34,3.0,27.27272727272727,39,0,1,0.0,1
27AAAAA1903A1Z96,68400.9,87.73863568729746,29.5,39,1.0,50.0,34,1,1,0.0,1
27AAAAA7597A1Z97,268802.01,89.32210709939625,29.0,40,4.0,66.66666666666666,29,1,1,0.0,1
27AAAAA7252A1Z98,408887.9999999999,82.83778615202084,28.333333333333332,35,2.0,25.0,26,1,1,0.0,0
27AAAAA1390A1Z99,256034.06999999998,86.53913487049874,24.5,40,0.0,0.0,32,0,1,0.0,1
27AAAAA4135A1Z100,322019.18,84.23513753640762,24.833333333333332,38,2.0,33.33333333333333,22,0,1,0.0,0
27AAAAA3434A1Z101,236486.00999999998,90.42547838290255,30.5,40,1.0,16.666666666666664,18,0,1,0.0,1
27AAAAA3055A1Z102,352764.29,97.02213651554882,21.166666666666668,31,1.0,12.5,38,0,1,0.0,1
27AAAAA4773A1Z103,167692.81,83.94498159188333,28.833333333333332,40,1.0,25.0,16,0,1,0.0,1
27AAAAA4096A1Z104,323845.57,87.36175962290065,23.166666666666668,40,0.0,0.0,30,0,1,0.0,1
27AAAAA3070A1Z105,128120.25000000001,80.62949410062859,30.5,38,1.0,25.0,17,1,1,0.0,1
27AAAAA4596A1Z106,106838.09,91.6966605820559,20.666666666666668,26,0.0,0.0,11,0,1,0.0,1
27AAAAA7966A1Z107,441840.76,92.52015493790823,24.0,33,1.0,9.090909090909092,12,0,1,0.0,1
27AAAAA4078A1Z108,411038.22,82.60377370093377,20.666666666666668,36,1.0,10.0,31,0,1,0.0,1
27AAAAA1361A1Z109,386170.76,96.83377474773606,29.333333333333332,38,3.0,37.5,18,0,1,0.0,1
27AAAAA3249A1Z110,595337.37,95.44196780808075,21.333333333333332,34,1.0,7.6923076923076925,25,0,1,0.0,1
27AAAAA4449A1Z111,311853.71,93.96757068109271,27.666666666666668,39,0.0,0.0,12,1,1,0.0,1
27AAAAA2855A1Z112,473556.67,95.10711464904283,31.5,40,1.0,9.090909090909092,20,0,1,0.0,1
27AAAAA1997A1Z113,456577.09,90.24264412909235,24.333333333333332,35,2.0,18.181818181818183,38,0,1,0.0,1
27AAAAA6749A1Z114,250129.79,89.35312966627849,22.333333333333332,38,1.0,14.285714285714285,17,1,1,0.0,1
27AAAAA8579A1Z115,250138.82,81.14597972392006,22.666666666666668,39,1.0,12.5,16,0,1,0.0,1
27AAAAA8584A1Z116,237902.81000000006,82.95976077184376,27.166666666666668,37,0.0,0.0,24,0,1,0.0,1
27AAAAA7979A1Z117,429951.32000000007,90.91050027749871,23.166666666666668,38,0.0,0.0,19,1,1,0.0,1
27AAAAA4213A1Z118,322158.41,96.36582449452112,22.833333333333332,33,0.0,0.0,10,0,1,0.0,1
27AAAAA1558A1Z119,388759.67,96.62856832659192,24.0,37,1.0,16.666666666666664,32,0,1,0.0,1
27AAAAA7883A1Z120,500130.19000000006,93.09587840599173,15.0,20,1.0,11.11111111111111,16,0,1,0.0,1
27AAAAA5713A1Z121,181300.30000000002,96.52153571312208,26.0,38,0.0,0.0,31,1,1,0.0,1
27AAAAA9685A1Z122,162869.29,96.24104601892601,15.666666666666666,26,0.0,0.0,31,0,1,0.0,1
27AAAAA6273A1Z123,129515.45,86.0947849668651,22.5,35,1.0,33.33333333333333,24,0,1,0.0,1
27AAAAA8541A1Z124,290791.17,88.61844374643957,27.166666666666668,39,2.0,33.33333333333333,24,1,1,0.0,1
27AAAAA5530A1Z125,424279.29000000004,94.22925259518429,22.0,35,1.0,11.11111111111111,36,0,1,0.0,1
27AAAAA7062A1Z126,257396.75,80.70666506881757,28.166666666666668,33,0.0,0.0,16,0,1,0.0,1
27AAAAA6444A1Z127,247171.37999999998,84.8834035070452,22.833333333333332,32,1.0,16.666666666666664,36,0,1,0.0,1
27AAAAA6796A1Z128,343821.92,92.02225415525717,15.666666666666666,24,0.0,0.0,33,0,1,0.0,0
27AAAAA8060A1Z129,461572.20999999996,85.03688033518338,27.5,39,3.0,27.27272727272727,12,0,1,0.0,1
27AAAAA2817A1Z130,206959.71,90.51706458556436,28.333333333333332,37,0.0,0.0,13,0,1,0.0,1
27AAAAA2431A1Z131,112463.37000000001,93.81851608014193,34.166666666666664,39,0.0,0.0,21,0,1,0.0,1
27AAAAA5211A1Z132,296836.13000000006,92.69732946766732,21.166666666666668,38,0.0,0.0,32,0,1,0.0,1
27AAAAA8124A1Z133,453482.24,86.2295601793143,26.666666666666668,34,0.0,0.0,33,1,1,0.0,1
27AAAAA7259A1Z134,260232.36,92.74826553441842,29.833333333333332,38,1.0,16.666666666666664,10,1,1,0.0,1
27AAAAA3185A1Z135,343415.09,88.77894094738117,24.0,39,1.0,12.5,37,0,1,0.0,1
27AAAAA2839A1Z136,367968.35,83.86238029837611,22.0,35,1.0,10.0,15,0,1,0.0,1
27AAAAA3913A1Z137,61787.9,98.95392584497257,29.333333333333332,37,0.0,0.0,13,0,1,0.0,1
27AAAAA1341A1Z138,250759.11000000002,97.77863207223822,20.5,40,1.0,12.5,16,0,1,0.0,1
27AAAAA6401A1Z139,385835.21,94.73747701665664,26.5,36,2.0,28.57142857142857,17,0,1,0.0,1
27AAAAA4587A1Z140,115639.72,85.67357193574733,24.166666666666668,37,1.0,33.33333333333333,39,0,1,0.0,1
27AAAAA2341A1Z141,224827.21999999997,80.75187124652972,29.333333333333332,39,1.0,14.285714285714285,29,1,1,0.0,1
27AAAAA7242A1Z142,343222.68,92.52189695202817,22.5,30,0.0,0.0,38,0,1,0.0,1
27AAAAA6713A1Z143,269567.96,86.16678451012709,24.666666666666668,37,0.0,0.0,33,0,1,0.0,1
27AAAAA9686A1Z144,296529.9,90.29532180063178,26.833333333333332,39,2.0,40.0,37,0,1,0.0,1
27AAAAA3226A1Z145,482981.47,98.70726534395355,23.166666666666668,37,0.0,0.0,16,0,1,0.0,0
27AAAAA7652A1Z146,67931.92,94.10787480418412,22.0,37,1.0,50.0,30,0,1,0.0,1
27AAAAA2211A1Z147,500753.3900000001,85.08829233294851,26.333333333333332,38,1.0,9.090909090909092,29,1,1,0.0,1
27AAAAA8431A1Z148,314342.41000000003,96.57140945373823,27.166666666666668,35,2.0,25.0,23,0,1,0.0,1
27AAAAA9256A1Z149,426969.35000000003,85.44426844730097,20.166666666666668,33,2.0,22.22222222222222,14,1,1,0.0,1
27AAAAA8511A1Z150,182938.44,81.81254936678586,30.5,37,0.0,0.0,13,0,1,0.0,1
27AAAAA7321A1Z151,351297.29,98.84581914131275,23.5,38,2.0,25.0,34,1,1,0.0,1
27AAAAA9200A1Z152,487977.62999999995,95.62354287436932,19.5,33,1.0,12.5,14,0,1,0.0,1
27AAAAA1567A1Z153,274616.94999999995,90.10183799357362,25.833333333333332,32,2.0,28.57142857142857,11,0,1,0.0,1
27AAAAA1376A1Z154,360787.07999999996,86.72112602280751,25.0,31,3.0,37.5,11,0,1,0.0,1
27AAAAA4542A1Z155,297881.80000000005,85.3305892959971,24.0,35,2.0,28.57142857142857,25,1,1,0.0,1
27AAAAA2120A1Z156,349250.12,81.12587107204578,29.5,39,1.0,12.5,15,0,1,0.0,1
27AAAAA5907A1Z157,350547.69,80.10634161216292,29.166666666666668,40,2.0,25.0,33,0,1,0.0,1
27AAAAA8383A1Z158,263856.99,80.11434079758976,31.333333333333332,40,0.0,0.0,17,0,1,0.0,1
27AAAAA3752A1Z159,108729.86000000002,92.89433066186677,20.5,30,0.0,0.0,16,0,1,0.0,1
27AAAAA7215A1Z160,325666.04999999993,96.07676522509354,25.833333333333332,36,1.0,11.11111111111111,17,1,1,0.0,1
27AAAAA3943A1Z161,609093.8500000001,92.87034298594418,23.833333333333332,34,2.0,15.384615384615385,15,0,1,0.0,1
27AAAAA5330A1Z162,567153.18,88.27822975334627,25.666666666666668,38,0.0,0.0,11,1,1,0.0,1
27AAAAA5538A1Z163,281094.8500000001,87.34234045841556,24.5,31,0.0,0.0,25,0,1,0.0,1
27AAAAA6162A1Z164,299137.63,83.96095349681588,22.666666666666668,40,2.0,25.0,35,0,1,0.0,1
27AAAAA3205A1Z165,200019.45000000004,89.16037017925554,19.666666666666668,26,0.0,0.0,37,0,1,0.0,1
27AAAAA3315A1Z166,254892.57000000004,83.33598813109235,28.166666666666668,33,2.0,28.57142857142857,19,0,1,0.0,1
27AAAAA5933A1Z167,188597.23,90.81147698658441,24.0,35,1.0,25.0,15,0,1,0.0,1
27AAAAA9962A1Z168,279566.8,97.07404702226631,22.166666666666668,36,1.0,14.285714285714285,15,0,1,0.0,0
27AAAAA9900A1Z169,152480.04,81.83978888689167,25.833333333333332,40,0.0,0.0,23,0,1,0.0,1
27AAAAA8316A1Z170,140179.55000000002,87.13135712714475,21.666666666666668,33,0.0,0.0,21,0,1,0.0,1
27AAAAA3356A1Z171,420961.88,87.6705215893735,25.833333333333332,35,1.0,12.5,32,0,1,0.0,0
27AAAAA8540A1Z172,262085.11,86.99646895759098,28.166666666666668,35,3.0,50.0,14,0,1,0.0,1
27AAAAA3430A1Z173,408342.89,95.104874892698,28.5,37,0.0,0.0,21,0,1,0.0,1
27AAAAA1905A1Z174,377323.63,93.19386315472863,27.166666666666668,37,1.0,14.285714285714285,31,0,1,0.0,1
27AAAAA6082A1Z175,157935.87,89.25814504697873,27.5,36,0.0,0.0,15,0,1,0.0,1
27AAAAA5546A1Z176,133769.32,82.2669509401862,26.833333333333332,39,1.0,25.0,34,0,1,0.0,1
27AAAAA3767A1Z177,295579.15,92.5831238816064,21.333333333333332,29,1.0,14.285714285714285,18,0,1,0.0,1
27AAAAA4310A1Z178,301221.26,89.16052118164754,26.0,39,0.0,0.0,28,0,1,0.0,1
27AAAAA1913A1Z179,519035.44000000006,85.74684274506431,21.166666666666668,37,2.0,18.181818181818183,38,1,1,0.0,1
27AAAAA1863A1Z180,304802.97000000003,89.08545986018687,33.333333333333336,40,0.0,0.0,12,0,1,0.0,1
27AAAAA7706A1Z181,363013.66,93.57979381512396,26.666666666666668,40,0.0,0.0,20,0,1,0.0,1
27AAAAA7807A1Z182,178354.09,81.41549053613987,16.833333333333332,27,1.0,16.666666666666664,37,1,1,0.0,1
27AAAAA4189A1Z183,699514.33,95.54508941286895,22.0,32,0.0,0.0,34,0,1,0.0,1
27AAAAA8189A1Z184,384875.85000000003,85.79421471299266,24.333333333333332,33,0.0,0.0,39,0,1,0.0,1
27AAAAA3027A1Z185,227723.42,82.53498342348244,24.666666666666668,35,1.0,20.0,19,0,1,0.0,1
27AAAAA6083A1Z186,523926.23999999993,94.83273115121459,21.5,29,2.0,25.0,10,0,1,0.0,1
27AAAAA3290A1Z187,440512.7700000001,93.86049555669199,31.166666666666668,38,0.0,0.0,33,0,1,0.0,1
27AAAAA6679A1Z188,258830.96999999997,80.73181243814837,28.833333333333332,36,0.0,0.0,21,1,1,0.0,1
27AAAAA2716A1Z189,512184.9399999998,93.6315391154148,26.333333333333332,35,4.0,30.76923076923077,33,0,1,0.0,1
27AAAAA3307A1Z190,396707.6600000001,92.3894544376474,25.0,39,0.0,0.0,18,0,1,0.0,1
27AAAAA4118A1Z191,339022.16000000003,98.15270444993826,26.666666666666668,37,2.0,25.0,39,0,1,0.0,1
27AAAAA2337A1Z192,526757.28,89.81566193330319,27.333333333333332,40,2.0,20.0,30,0,1,0.0,1
27AAAAA7979A1Z193,408060.06,96.22285612013448,22.666666666666668,38,2.0,25.0,40,0,1,0.0,1
27AAAAA7594A1Z194,492617.27,83.00236668081669,29.0,38,1.0,11.11111111111111,19,0,1,0.0,1
27AAAAA1231A1Z195,286192.37,85.70408728059041,25.333333333333332,40,0.0,0.0,14,1,1,0.0,1
27AAAAA3397A1Z196,395824.3300000001,89.4885415699933,29.666666666666668,40,2.0,25.0,16,0,1,0.0,1
27AAAAA9467A1Z197,523055.1200000001,87.1240334103281,24.166666666666668,35,1.0,7.6923076923076925,25,0,1,0.0,1
27AAAAA5225A1Z198,512269.8,89.41694914319356,25.666666666666668,40,0.0,0.0,24,1,1,0.0,1
27AAAAA6628A1Z199,588796.8,97.85191282251255,31.166666666666668,39,3.0,30.0,34,0,1,0.0,1
27AAAAA5691A1Z200,415352.92,96.13160441003846,15.0,19,1.0,12.5,10,0,1,0.0,1
27AAAAA5194A1Z201,250166.16,93.976529286101,17.666666666666668,33,0.0,0.0,35,0,1,0.0,1
27AAAAA5522A1Z202,187524.14,92.68643923831736,19.666666666666668,31,0.0,0.0,22,0,1,0.0,1
27AAAAA8371A1Z203,244215.46000000002,88.62707532363619,18.833333333333332,35,1.0,20.0,14,0,1,0.0,1
27AAAAA4080A1Z204,224593.98,88.03775862715743,21.666666666666668,35,0.0,0.0,40,1,1,0.0,1
27AAAAA5825A1Z205,414583.75,83.1875420870016,26.833333333333332,38,0.0,0.0,28,0,1,0.0,0
27AAAAA9844A1Z206,246659.42,84.48140195753726,28.166666666666668,40,1.0,12.5,26,0,1,0.0,1
27AAAAA8619A1Z207,307076.67,83.15613223279074,25.666666666666668,31,0.0,0.0,13,0,1,0.0,1
27AAAAA7339A1Z208,276996.97000000003,85.00955754189567,22.333333333333332,32,0.0,0.0,35,0,1,0.0,0
27AAAAA2353A1Z209,367683.10000000003,87.09696408003008,23.333333333333332,38,1.0,12.5,33,1,1,0.0,1
27AAAAA1681A1Z210,282358.13,98.07544592910914,25.833333333333332,37,2.0,25.0,33,0,1,0.0,1
27AAAAA5120A1Z211,244597.40000000002,93.84840926598291,28.0,36,0.0,0.0,14,0,1,0.0,1
27AAAAA3837A1Z212,500754.0199999999,93.5432091715284,21.5,38,0.0,0.0,40,0,1,0.0,1
27AAAAA5066A1Z213,290033.57,81.60279557950861,27.833333333333332,40,2.0,28.57142857142857,40,0,1,0.0,1
27AAAAA9627A1Z214,271469.49,83.33907102134161,31.166666666666668,40,4.0,57.14285714285714,26,0,1,0.0,1
27AAAAA2217A1Z215,291774.11000000004,96.37578701214761,29.833333333333332,40,2.0,28.57142857142857,11,0,1,0.0,1
27AAAAA7635A1Z216,220048.88000000006,88.05479857477351,25.0,38,0.0,0.0,31,0,1,0.0,1
27AAAAA3498A1Z217,361763.24,90.85076955507881,26.666666666666668,39,1.0,14.285714285714285,31,0,1,0.0,1
27AAAAA7468A1Z218,127020.11999999998,88.93058240164716,16.833333333333332,22,1.0,33.33333333333333,26,0,1,0.0,1
27AAAAA3454A1Z219,253299.84000000003,87.40321804152626,30.333333333333332,37,2.0,33.33333333333333,30,0,1,0.0,1
27AAAAA8606A1Z220,232694.56999999998,83.87504165464411,25.666666666666668,38,1.0,20.0,27,0,1,0.0,1
27AAAAA4768A1Z221,372145.29,96.85178148243891,20.333333333333332,34,0.0,0.0,31,0,1,0.0,1
27AAAAA3784A1Z222,390806.49,80.65798361155232,22.666666666666668,35,2.0,25.0,33,0,1,0.0,1
27AAAAA2822A1Z223,487509.76000000007,88.44214877210014,29.0,40,2.0,18.181818181818183,31,0,1,0.0,1
27AAAAA1331A1Z224,434702.9999999999,83.81444200597366,27.166666666666668,34,1.0,10.0,20,0,1,0.0,1
27AAAAA2443A1Z225,582905.7200000001,93.4811483137876,25.5,37,0.0,0.0,38,0,1,0.0,1
27AAAAA2252A1Z226,449730.98,88.19886880632673,28.0,32,1.0,10.0,27,1,1,0.0,1
27AAAAA6452A1Z227,239140.75999999998,95.70930781466775,25.833333333333332,36,1.0,20.0,12,0,1,0.0,1
27AAAAA1035A1Z228,512705.79,91.25513371075546,23.333333333333332,34,3.0,30.0,13,1,1,0.0,1
27AAAAA8131A1Z229,459001.44,93.34299569271217,28.166666666666668,37,0.0,0.0,22,0,1,0.0,1
27AAAAA8477A1Z230,231302.15999999997,96.43865343544589,27.5,40,0.0,0.0,17,0,1,0.0,1
27AAAAA6581A1Z231,340751.84,80.42504602022555,32.166666666666664,40,1.0,14.285714285714285,31,0,1,0.0,1
27AAAAA8898A1Z232,346260.38,89.15985404950115,23.166666666666668,39,1.0,12.5,37,0,1,0.0,1
27AAAAA1942A1Z233,246433.04,97.03603326409156,29.333333333333332,38,0.0,0.0,33,1,1,0.0,1
27AAAAA1594A1Z234,301862.13,98.91217040691032,22.833333333333332,33,1.0,16.666666666666664,39,0,1,0.0,1
27AAAAA6597A1Z235,434436.5300000001,80.05972166806474,20.333333333333332,37,2.0,22.22222222222222,37,0,1,0.0,1
